Price;Close;High;Low;Open;Volume
Ticker;IBM;IBM;IBM;IBM;IBM
Date;;;;;
2000-03-28;59.909515380859375;62.1102759561252;59.69555352286463;61.49895357410691;8524482
2000-03-29;58.19784927368164;59.87898579194502;57.95332018364883;59.81785156801241;7648666
2000-03-30;60.03178024291992;60.15404472010903;58.04498541573187;58.13668279791204;9579268
2000-03-31;57.89216232299805;60.520847016164;57.25027665087323;59.97065873965026;8383899
2000-04-03;59.66498947143555;59.84838814681912;58.41178145150957;58.68687751316152;8070518
2000-04-04;59.26764678955078;62.07972664976751;56.27216821075378;59.420478404559695;17433891
2000-04-05;61.1322021484375;61.498995829670044;58.56465028265902;58.93144396389156;9093401
2000-04-06;60.03178024291992;62.59933036104457;59.97064995574869;60.398573674487245;9296220
2000-04-07;60.21521759033203;61.468426359404056;59.420499929526585;60.398612472498996;5627794
2000-04-10;59.72615051269531;61.31558559866383;59.451054327380206;61.009926206084835;5760636
2000-04-11;58.38125228881836;59.48163334756062;57.61710170293993;59.48163334756062;8094680
2000-04-12;55.630279541015625;58.50348955513635;54.62159639874057;58.50348955513635;9293919
2000-04-13;54.101985931396484;55.90538286054415;53.79632265663197;55.018967949993375;8615274
2000-04-14;51.35102844238281;55.14122439314133;50.311782046850134;53.704617359825086;12323972
2000-04-17;54.71330261230469;54.896697434887926;50.52574586627661;50.80084200299935;10428097
2000-04-18;54.529869079589844;56.30270147860818;53.826849537022845;54.896662393474195;8582953
2000-04-19;51.35102844238281;53.67405025626149;50.281214943286535;53.67405025626149;15349527
2000-04-20;50.86197280883789;51.47329539486257;49.914423776211635;51.35103087765763;11122432
2000-04-24;52.084632873535156;52.42085941627457;49.51708118093503;49.88387483742777;8915163
2000-04-25;55.018951416015625;55.26348040120347;52.054040397748416;52.08460749660868;10016914
2000-04-26;54.04084396362305;55.7219800251388;53.30725689283279;55.018960058010066;6467209
2000-04-27;54.101985931396484;55.32462732190957;53.15443680475347;53.55179359795969;6608105
2000-04-28;54.529869079589844;55.11062418419538;53.85741662222456;54.77439795551274;5113476
2000-05-01;54.77442169189453;55.3551770481692;54.01027155062664;55.01895067378356;4389121
2000-05-02;54.46876525878906;55.569141831873424;54.13253886685511;54.28536656137681;4272910
2000-05-03;52.87935256958008;54.34652725266283;52.1152020159447;54.040863908929325;5798815
2000-05-04;52.63481903076172;53.39897342300438;52.42085704984541;53.368406310630945;3798340
2000-05-05;52.757080078125;53.612931847872;52.08462706760523;52.14575738544857;4911075
2000-05-08;53.73880386352539;54.04483585260839;52.6983036972669;52.91252374509126;5048937
2000-05-09;53.37156677246094;54.16724680239743;53.004334644867065;54.10603884276101;5088685
2000-05-10;50.43368911743164;51.749617441800666;49.97464498923075;51.65780939767182;10473284
2000-05-11;51.13756561279297;52.637114176689884;50.52550928075535;50.923345505824074;8479085
2000-05-12;51.13756561279297;51.780229841256975;50.55610936206711;50.80093345790509;5857286
2000-05-15;51.01516342163086;51.35179561577554;49.9440588543208;50.92335144431686;6179559
2000-05-16;53.37156677246094;53.49397878417762;51.412978492550245;51.474186452186665;7600027
2000-05-17;52.82072830200195;53.31037647520476;51.963843998897055;52.63711219082949;5778627
2000-05-18;51.93324661254883;52.5453029532429;51.25997838569356;51.96384669429337;4787751
2000-05-19;52.11686325073242;52.637115443801264;51.41299493514365;51.933247128212486;6714483
2000-05-22;53.49399185180664;53.49399185180664;50.64791872237219;51.90263921830689;7080792
2000-05-23;52.575927734375;53.86125281022275;52.45351563631526;53.37160441798382;6253929
2000-05-24;53.67763900756836;53.86125520905627;51.01518064063914;52.147489667452454;8560673
2000-05-25;52.14747619628906;54.962949942181346;52.08626820656545;54.10606543895732;6242110
2000-05-26;52.36167526245117;52.484087285052695;51.198763001514976;51.65780710938155;4494557
2000-05-30;54.32027053833008;54.350874524712985;52.72891795221679;52.7595219385997;3783905
2000-05-31;52.54530334472656;54.22846806306894;52.4840992732241;54.10605601250663;3904195
2000-06-01;51.902626037597656;53.34096618447303;51.65780201653138;52.6676981727627;5975275
2000-06-02;53.27977752685547;53.73882175576161;52.6983212430705;53.37158559112519;5725072
2000-06-05;55.238380432128906;55.91164490239872;53.09617103666141;53.09617103666141;7616344
2000-06-06;55.024139404296875;56.125847758572554;54.473287180937554;54.96293533839341;5616392
2000-06-07;59.24736404418945;59.6145963243659;54.59570957378047;55.08535782409276;11626813
2000-06-08;58.63526153564453;59.88998134346825;57.53355376526311;58.451641620136805;9754578
2000-06-09;58.60468673706055;59.12493886448661;58.206846645054924;58.69649478673664;4957099
2000-06-12;58.191558837890625;58.97193325930733;58.191558837890625;58.32926898294952;3807754
2000-06-13;58.42107391357422;58.72710206550686;57.16634950326896;58.20684990890852;4192996
2000-06-14;56.799110412597656;58.75770298694867;56.554286340803785;58.206846871633985;5525600
2000-06-15;57.196937561035156;58.268041655826124;56.73789350720418;56.79909755752215;5634070
2000-06-16;55.45258712768555;57.625396084256536;55.452587127685554;56.952131777438176;8416325
2000-06-19;58.941341400146484;58.941341400146484;55.452602917704745;55.57501499994262;6337923
2000-06-20;56.98272705078125;59.09433161447464;56.49307893614683;58.757699512552655;7430575
2000-06-21;56.06464385986328;56.76851211141588;55.57499570094721;56.584892098043824;6785402
2000-06-22;54.748695373535156;55.97281141528411;54.47326740805272;55.88100339597518;5076343
2000-06-23;54.77931213378906;55.636192390729065;54.259060057027035;55.57498833275758;3515501
2000-06-26;56.01872634887695;56.676688484764;55.26895227142371;55.33016023246785;3792691
2000-06-27;53.73880386352539;55.238352013408374;53.24915971459381;54.65689592321816;6911863
2000-06-28;55.71270751953125;56.40127375030288;53.800020940127695;53.861225003780845;6732684
2000-06-29;55.81983947753906;56.003455648146655;53.89185014836714;54.71813073121819;8042171
2000-06-30;53.64700698852539;55.42197960871403;53.18796281697486;55.17715552954615;9008780
2000-07-03;53.61640548706055;53.800025508726456;53.03494924897341;53.24917325884318;2410402
2000-07-05;51.41297912597656;51.719011112816766;49.515594874769675;51.719011112816766;14999222
2000-07-06;49.57683181762695;51.474217178039616;48.96477139369408;51.41300918186709;13527604
2000-07-07;51.4435920715332;51.4435920715332;49.760427573246275;50.280679697008125;9447158
2000-07-10;50.58669662475586;51.38237271936521;50.3724765886175;51.259960711920996;4405961
2000-07-11;49.944061279296875;50.92335391684136;49.45441300674566;50.55611771242794;5878311
2000-07-12;51.22936248779297;51.84141863952557;50.25006639293094;50.52549439649992;5805823
2000-07-13;50.92334747314453;51.87203990427816;49.94405495951696;51.6272157989819;5930506
2000-07-14;50.89275360107422;51.35179787763234;50.49491340453015;50.80094161971625;4204920
2000-07-17;51.65781021118164;52.820722541945074;51.01514998460242;51.137558106997446;6937804
2000-07-18;50.58669662475586;51.32116866942111;50.25006458117329;50.984536625838544;6749524
2000-07-19;53.24915313720703;53.616385226655794;49.45438507571612;50.12764911644652;8139344
2000-07-20;57.41117477416992;57.68660285189068;54.71811369581956;54.840525740633545;24108626
2000-07-21;56.18704605102539;57.28875030792079;55.69739797793572;57.28875030792079;9378854
2000-07-24;55.085330963134766;56.61547904544406;54.65689090680828;55.88100702812219;7127862
2000-07-25;54.84051513671875;55.51377929923526;53.98363098870726;55.452575242441235;5822977
2000-07-26;53.80002975463867;55.02414639627102;53.310381534962715;54.350882047995356;6977238
2000-07-27;54.0142707824707;54.59572729152498;53.524622373254665;53.800050580328445;4233580
2000-07-28;54.748695373535156;55.08532738270501;53.310355409991175;54.4120633643653;5601958
2000-07-31;54.96292495727539;55.6667930737859;53.89182079203468;54.106040843571556;5348721
2000-08-01;54.106056213378906;55.05474863186952;53.98364416236214;54.84052851947953;3134339
2000-08-02;55.94223403930664;56.248262196990495;54.22846541511691;54.35087745970189;6148283
2000-08-03;56.799110412597656;57.043934484391535;54.993537767563986;55.33016988939133;5823500
2000-08-04;56.7379264831543;57.043954727719175;55.97285001040465;56.79913056904395;4665683
2000-08-07;56.952125549316406;58.2680539378696;56.70730148132712;57.105141568698926;6182592
2000-08-08;58.271968841552734;58.63961581394493;56.64819764743375;56.709474098796804;6000588
2000-08-09;58.210697174072266;59.22172342934871;58.210697174072266;58.333246166705365;6888328
2000-08-10;58.700923919677734;58.94602203344126;57.78180794902994;58.21072769215069;5736369
2000-08-11;59.12984085083008;59.71194786535315;58.42518478525316;58.700921128106955;6424950
2000-08-14;60.416622161865234;60.631082087940854;58.486478915252825;58.82348792936192;5177072
2000-08-15;59.80381774902344;60.11019212295659;59.19107682501305;59.83445596880234;4579493
2000-08-16;59.987648010253906;60.26338418672203;58.578336729511534;59.34426490247104;6219516
2000-08-17;60.04893112182617;60.202118348176796;58.578347049418674;58.700896048113385;4537966
2000-08-18;59.03791046142578;60.477860355786504;58.88472322042823;59.9876643141378;4317365
2000-08-21;59.52810287475586;59.895749883583804;58.85408140260675;59.34427741437734;3382973
2000-08-22;59.4974365234375;59.89572157272633;59.3136150618748;59.40552579265615;2896792
2000-08-23;60.416622161865234;60.661720337932174;58.76221142937927;58.97667135545489;4446755
2000-08-24;61.182533264160156;61.48890391973618;60.14086834088514;60.29405171270794;6263762
2000-08-25;63.2352180480957;63.66414161393511;60.90679036356468;60.93742859939535;8659834
2000-08-28;64.4607162475586;65.28792133266944;63.60287292286907;63.66414940202642;8929284
2000-08-29;65.13470458984375;65.8087259960992;64.215589113593;64.46068709551703;6317840
2000-08-30;63.87858200073242;64.46068874471274;63.5109350184403;64.09304176242061;5155525
2000-08-31;64.71343231201172;65.77807524580155;64.52194734963366;64.64449631726156;5721097
2000-09-01;65.50236511230469;66.1457445139958;65.01216904705649;65.22662884762019;6042010
2000-09-05;64.30750274658203;65.34916726024713;64.12368120790597;65.10406926739313;4301257
2000-09-06;64.43006134033203;66.11510540229172;63.90923096188248;64.15432507931614;6770758
2000-09-07;65.37977600097656;65.93124428022077;64.64448235403287;64.64448235403287;4835449
2000-09-08;63.48028564453125;65.16533303948657;63.419013114206685;64.9508733154584;5223410
2000-09-11;61.02933883666992;62.86757037881432;60.60041918668421;62.68374878937187;7968114
2000-09-12;61.274471282958984;62.193587569816934;60.814913139530006;61.18256043665962;5231778
2000-09-13;62.59183883666992;63.14330752434591;60.17149643422806;60.3553219380734;5725386
2000-09-14;62.19354248046875;63.327117890844775;61.917806229542975;62.74501107039096;4629073
2000-09-15;61.274471282958984;62.37741317434782;61.15192218391577;62.162949317073085;5733858
2000-09-18;60.416622161865234;61.76466213023342;60.32471132382308;61.397014866133006;4113709
2000-09-19;61.24380111694336;61.8871845296453;60.07958723865426;60.17149803706021;3494686
2000-09-20;61.15190124511719;62.04037897501089;60.539155959709035;61.121263002864076;4836076
2000-09-21;59.55873489379883;62.10162154982255;58.82344095280569;60.87613164816733;4500101
2000-09-22;60.722938537597656;60.937398257769715;59.46681061328467;60.29401518532549;6202885
2000-09-25;60.294071197509766;62.07103096273107;59.31368243568302;61.029365702828585;4488386
2000-09-26;58.39451599121094;59.74255484747957;58.0268690304104;58.82343940144252;6503191
2000-09-27;57.84306716918945;58.976642749726516;56.617576883260256;58.854093721133594;6222549
2000-09-28;56.495025634765625;58.2719845235746;56.372480522917876;57.53669429283932;5553319
2000-09-29;55.208248138427734;57.32221530166683;54.04403467855072;56.617559580587134;10035952
2000-10-02;57.751163482666016;58.63964111535454;55.20827180441362;55.20827180441362;9280321
2000-10-03;54.19723129272461;58.51707713359517;53.92149503686479;58.2719791088152;12284433
2000-10-04;56.06609344482422;56.31119143746032;53.21683221437618;54.105313415664284;12205669
2000-10-05;55.48398971557617;56.15800727611201;54.68742315204025;55.790360267111794;5802162
2000-10-06;56.8626708984375;56.92394736434316;55.269537551905266;55.88228265131367;6389386
2000-10-09;57.81243133544922;58.51708730114576;56.035472303006216;56.83204297791279;5123308
2000-10-10;56.31120300292969;57.4141441963196;55.11635102140639;57.16904615334406;5872453
2000-10-11;54.901878356933594;55.36143610192839;52.69600039857279;54.840605816501046;9179487
2000-10-12;50.55139923095703;56.066096546493796;50.55139923095703;56.004824000909515;10151325
2000-10-13;53.46195602416992;54.135977785373534;51.07225530985782;51.07225530985782;9510860
2000-10-16;54.47297668457031;55.45336503618755;53.21684811891784;54.6567982780204;8065078
2000-10-17;55.392066955566406;55.82098641729245;53.216823600976824;54.87123282753197;9291095
2000-10-18;46.78302764892578;48.590624674247415;44.24014043249478;47.42640705513768;31147579
2000-10-19;47.273231506347656;48.28425813065558;45.43499594588298;48.039160055926956;18793377
2000-10-20;46.446014404296875;47.18130452534766;46.170278163947096;46.629835956577274;9800183
2000-10-23;45.526893615722656;46.56855808742682;44.63841244943496;46.446009095936404;9768176
2000-10-24;44.822265625;46.2622122760231;44.20952028843105;45.58819436176283;9232205
2000-10-25;42.92274856567383;44.57715869190328;42.61637400189481;44.362694932485816;14705191
2000-10-26;45.46562957763672;45.5269060460768;42.95337652211923;43.13720201550967;10601942
2000-10-27;45.925193786621094;45.9251937866211;44.607792564421544;45.58818489944081;6727244
2000-10-30;45.741355895996094;45.95581566495199;44.27076791699174;45.833266666701626;8455864
2000-10-31;48.28423309326172;48.590607483769666;45.95580650265655;45.95580650265655;11404120
2000-11-01;48.31489562988281;48.95827904419917;47.671512215566466;48.253619156171666;7809645
2000-11-02;49.96929168701172;50.153113232908105;48.28424389793559;48.52934190041681;7787575
2000-11-03;49.080814361572266;50.306304471644836;48.713171240479845;50.24503192210589;6117531
2000-11-06;49.17271423339844;50.18374033554378;48.743790868183424;48.95825450675502;4653131
2000-11-07;50.15311813354492;50.73522496833526;49.35655150361016;49.57101129875459;5669948
2000-11-08;49.08190155029297;50.92247129166661;48.71378681863707;50.861120794843565;7312377
2000-11-09;48.80582046508789;49.08190752667359;46.965250499600174;47.486743495265394;9464103
2000-11-10;45.64617919921875;48.28433346653323;45.64617919921876;48.10027409697973;7121063
2000-11-13;47.82418441772461;48.80581989326054;44.97129787111905;45.063325584933935;9084405
2000-11-14;48.83650588989258;49.02056526754359;48.34568610536589;48.7138009437609;5387841
2000-11-15;48.77512741088867;49.11256484005999;47.916193280422284;48.83647789032674;4351674
2000-11-16;48.222991943359375;48.92854456217271;48.222991943359375;48.71381183764829;3911726
2000-11-17;50.03286361694336;50.308950644851606;48.22296716592264;48.25364437278042;8072400
2000-11-20;50.67705535888672;50.67705535888672;49.51136080767926;49.818125005516215;7768224
2000-11-21;48.34565353393555;51.22921586686289;48.345653533935554;50.67704202282738;7511012
2000-11-22;48.34565353393555;49.48067450019401;48.25362586556443;48.345653533935554;5791807
2000-11-24;49.05121994018555;49.940831441054904;48.71378244568529;48.77513685390653;2612385
2000-11-27;48.31499099731445;50.06353681138573;48.314990997314446;49.296630202841406;4044045
2000-11-28;48.038909912109375;49.450014370457794;47.793500100491755;48.468375123987336;5019859
2000-11-29;48.98987579345703;49.05122629271814;47.45606630905698;47.9775592619475;5778732
2000-11-30;45.89159393310547;48.10027918293847;45.2780691645665;48.10027918293847;11141364
2000-12-01;46.9345817565918;48.74447875491433;46.3210570184395;46.351734234573875;7871255
2000-12-04;48.28432846069336;48.6831165390527;46.99592867502001;47.118633603032066;5822873
2000-12-05;50.73841094970703;51.41328593365467;48.89784138733873;49.29662937016892;8163193
2000-12-06;47.48673629760742;49.971507724537965;46.53577424840292;49.940834435493706;10561357
2000-12-07;45.70751953125;47.087946751078945;45.70751953125;46.65847763251247;8286412
2000-12-08;47.60945510864258;48.59109465048079;46.99593431190061;48.10027487956169;6423068
2000-12-11;46.627803802490234;48.222963604608225;46.014279295173466;47.364029294364755;6470138
2000-12-12;46.07564926147461;47.1799938413996;45.40077397664074;46.75052846321573;8277312
2000-12-13;44.7872428894043;47.425397055127945;44.5111597210658;46.56646250307032;7314260
2000-12-14;45.370086669921875;45.9836113001145;45.06332631327876;45.15535402858105;6413444
2000-12-15;43.10003662109375;44.51114082777486;42.85462685324442;44.173703376208294;14910207
2000-12-18;44.419124603271484;44.419124603271484;43.376134687323095;43.376134687323095;8047715
2000-12-19;44.23506546020508;46.351722325312394;44.08168333584908;44.265742668457484;8059744
2000-12-20;42.21044921875;43.19208884794655;41.62760166814137;42.14909870037885;13158052
2000-12-21;40.032432556152344;43.16140232421366;39.29620299299447;41.965030263308726;13310873
2000-12-22;43.68289566040039;43.86695107763732;41.47420715212078;41.47420715212078;9951644
2000-12-26;41.627567291259766;43.958955568387026;41.35148039431953;43.68287258835081;6330706
2000-12-27;41.56624221801758;43.25343007202221;41.014068086792044;41.596915512158446;8624375
2000-12-28;41.842308044433594;43.28408936389635;40.30849904683391;40.983377825949226;10249336
2000-12-29;41.71964645385742;42.670609254047875;41.35153144246994;42.670609254047875;7263110
2001-01-02;41.627567291259766;42.9466434744462;41.29012992661283;41.474185246636964;8375531
2001-01-03;46.44375991821289;46.62781928999634;41.10610472391016;41.10610472391016;13357315
2001-01-04;45.73819351196289;48.959194323915646;45.49278370246712;46.50510014586361;16129843
2001-01-05;46.13697052001953;46.474407919789066;44.664512138947636;46.10629332452109;8413187
2001-01-08;45.9222412109375;46.106296563047394;44.94060222127215;45.89156401328428;6343781
2001-01-09;45.43143844604492;46.995925182713684;44.87926826947613;46.35172337929497;7894267
2001-01-10;45.86089324951172;46.59712259504724;45.001962929958864;45.40075088777833;8008281
2001-01-11;45.98361587524414;46.259702965526635;44.78724370656234;45.615501060503064;10078210
2001-01-12;46.04496383666992;47.33336354887873;45.33941152005781;45.983609417709104;6744608
2001-01-16;45.523460388183594;46.13698490491902;45.06331797985844;46.01428000157193;5932807
2001-01-17;47.45604705810547;47.977539799447996;46.290352792864006;46.81184553420653;10174442
2001-01-18;53.16183090209961;53.990088036856875;50.79976440360315;51.22923353226979;26406165
2001-01-19;54.6036262512207;55.92270333968407;52.6403511836585;52.76305612018781;15441261
2001-01-22;53.28457260131836;53.95945200754561;53.1005170740163;53.74471533648195;10060951
2001-01-23;53.529972076416016;53.959441417346284;52.82441949871736;53.775382009259694;10278937
2001-01-24;54.204837799072266;54.69565362514882;53.468608184597386;53.52995869401695;7071901
2001-01-25;54.35820388793945;54.542263208894305;53.71400605686196;54.05144357555576;5211277
2001-01-26;56.04539108276367;56.566883965351046;53.59129702194442;53.806029615768956;9513579
2001-01-29;56.434383392333984;56.68960904617477;55.20242999918921;55.217153652239965;5360750
2001-01-30;57.23444747924805;57.30316181069629;55.65891790887363;56.44423070913884;8621132
2001-01-31;54.97172164916992;57.303110703058906;54.97172164916992;56.81229113026011;8696653
2001-02-01;55.977928161621094;56.12026465540486;54.579094814101424;55.168076245449896;5837517
2001-02-02;54.12260437011719;55.94845416175846;53.79375665908452;55.3398375645447;5678106
2001-02-05;55.0797233581543;55.26623470843329;53.64653108321612;53.69561384211202;5348930
2001-02-06;56.046627044677734;56.7828565689677;54.579079796480116;55.0846231297684;7872614
2001-02-07;57.44708251953125;57.78613614334572;55.36363774430081;55.72234528669963;9421217
2001-02-08;56.06629943847656;58.080955174171535;56.03190508649369;57.44707326682589;8766317
2001-02-09;55.034385681152344;56.50360550415947;54.5430066073504;56.031884259841426;6609465
2001-02-12;56.459381103515625;56.86230972588962;54.19904062552662;54.32188538721603;7038848
2001-02-13;55.894309997558594;57.67801230626475;55.56016996602224;56.090860881265876;7524087
2001-02-14;56.557647705078125;57.08342494678576;55.28006547545141;55.89428920945258;7356413
2001-02-15;57.38314437866211;58.29710947395632;57.18659363073579;57.392975249221564;8471240
2001-02-16;56.5085334777832;56.87706393073255;55.987669522964076;56.28741128464254;7398358
2001-02-20;54.78866958618164;56.80331967509886;54.43487588341208;56.28737346625292;7058722
2001-02-21;52.82809829711914;54.788697232884665;52.71999395760584;53.830510372754205;9578117
2001-02-22;53.5111198425293;54.493874181766536;50.79870767067049;52.33181071407383;12247614
2001-02-23;51.103355407714844;52.82318211202763;49.26068786017851;52.82318211202763;15979324
2001-02-26;51.742149353027344;51.987838895215724;50.037066910481514;51.987838895215724;8727929
2001-02-27;50.4105224609375;52.5136243246861;50.395782027266;51.545606438321315;10238143
2001-02-28;49.08872985839844;50.87735008773416;48.69562797641978;50.58743519498586;12482127
2001-03-01;52.110679626464844;52.28266307693789;47.90939427066394;48.79387498542517;15796692
2001-03-02;50.26803207397461;52.896907877805084;49.59975583524893;51.10337443135297;15423793
2001-03-05;51.5505256652832;51.88957920576609;50.43509939643668;50.51863245126206;7054119
2001-03-06;52.086097717285156;53.26540631521267;51.71756353534724;52.20894244459779;8493520
2001-03-07;52.847755432128906;53.191722380173076;51.91904937805444;52.798616736498225;8147189
2001-03-08;52.31709289550781;52.74458915914283;51.77657483425875;52.661056082577225;7106106
2001-03-09;48.78898620605469;51.59967279334423;48.105969456537174;51.594759314103776;17455753
2001-03-12;46.92173767089844;48.35164601291397;46.690788523637394;48.10595643192248;15161561
2001-03-13;48.346736907958984;48.37130822110323;46.28786007213815;46.7301044950206;12685783
2001-03-14;46.66129684448242;48.597328417694875;45.86526648413343;46.87750552608619;14901944
2001-03-15;46.95611572265625;48.09119931070866;46.76447838654492;47.17232436116319;8807320
2001-03-16;44.273197174072266;46.14043611384093;43.33957770418794;46.14043611384093;20950752
2001-03-19;45.50165939331055;45.59993288806772;43.830970768722274;44.715451828395;10706333
2001-03-20;43.38870620727539;45.2215503769112;43.290432766948726;45.01025522567535;10565751
2001-03-21;43.771995544433594;45.01027032611081;43.11846381042105;43.462426849014285;11519598
2001-03-22;43.781829833984375;44.71544955423911;43.06933232808773;43.79166071219459;13941297
2001-03-23;45.94879150390625;46.67603305683585;44.366554092158374;45.943878027578606;12796346
2001-03-26;46.87751007080078;47.00526833272702;46.066735278923986;46.80380398451577;8975935
2001-03-27;48.89216995239258;49.13785956392191;46.17484771137886;46.18958814694145;12396355
2001-03-28;46.39104461669922;48.376215084372916;46.31242505240534;48.10595420497075;12437463
2001-03-29;46.70060729980469;47.69810588278832;46.31733256171793;46.41560602407922;11039170
2001-03-30;47.26077651977539;47.938879452447594;46.749743562216665;47.418015619930316;9896520
2001-04-02;46.51387023925781;48.204211742748406;45.98318349718679;47.884816218100255;9191202
2001-04-03;44.41569900512695;46.50896961944375;44.273196407532915;46.48440223436046;13943180
2001-04-04;45.206809997558594;46.2141353972402;44.248623283040196;44.445174102323215;14137318
2001-04-05;48.25828552246094;49.13785295866294;46.94139110708813;47.074062852060386;13081381
2001-04-06;48.130516052246094;49.13784152108978;47.36888010471745;48.15508343582956;14041713
2001-04-09;47.17233657836914;48.51871175605255;46.09130094859539;48.40078045384557;9922984
2001-04-10;48.67102813720703;49.0886971378938;47.447494149287614;47.663698863851046;10982372
2001-04-11;47.87501525878906;50.091131231852096;47.074067313809124;49.87492642139017;12027326
2001-04-12;47.27058792114258;47.909378907926076;46.75464165653813;47.36886526743336;9822045
